Gene_enc,drug_name_pgx_enc,atc_level2_clean_enc,atc_level4_clean_enc,Significance_enc,pmid_n,is_rsid,is_starallele,has_copy_number,variant_len,sentence_len_w,notes_len_w,y_primary,y_toxicity,y_efficacy,y_metabolism,y_dosage,y_other,y_pd
832,129,16,30,2,1,0,0,0,24,17,53,1,1,0,0,0,0,0
36,87,6,9,2,1,1,0,0,9,15,7,1,1,0,0,0,0,0
246,126,3,4,2,1,1,0,0,9,17,32,0,0,1,0,0,0,0
209,50,16,30,2,0,1,0,0,6,18,1,0,0,1,0,0,0,0
246,2,1,1,2,1,0,1,0,8,15,20,0,0,1,0,0,0,0
651,55,13,23,4,1,1,0,0,9,21,60,0,0,1,0,1,0,0
632,74,9,17,4,1,1,0,0,10,16,57,1,1,0,1,0,0,0
10,139,5,8,4,1,1,0,0,9,17,24,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
240,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
201,37,18,33,3,1,1,0,0,10,23,15,0,0,1,0,0,0,0
949,138,10,18,2,1,0,1,0,30,18,23,0,0,0,0,0,1,0
946,66,5,8,4,1,0,1,0,9,16,36,1,1,0,0,0,0,0
924,58,16,30,2,1,1,0,0,9,23,13,0,0,1,0,0,0,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
471,120,5,8,2,1,1,0,0,9,27,8,0,0,1,0,0,0,0
308,114,18,33,2,1,1,0,0,9,23,55,0,0,1,0,0,0,0
608,124,18,33,2,1,1,0,0,9,16,38,1,1,0,0,0,0,0
836,70,7,13,4,1,1,0,0,9,16,35,1,1,0,1,0,0,0
397,68,18,33,4,1,1,0,0,9,19,14,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
334,10,18,33,2,1,1,0,0,9,18,24,1,1,1,0,0,0,0
651,34,13,23,4,1,1,0,0,10,19,1,0,0,0,1,0,0,0
946,74,9,17,4,1,0,1,0,9,19,24,0,0,1,0,0,0,0
308,118,18,33,2,1,1,0,0,9,23,55,0,0,1,0,0,0,0
109,7,18,33,4,0,1,0,0,10,14,101,0,0,1,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
837,87,6,9,2,1,1,0,0,9,18,1,0,0,0,1,0,0,0
418,35,5,8,2,1,1,0,0,9,16,1,0,0,0,0,0,1,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
900,88,13,23,4,0,1,0,0,9,24,87,0,0,1,0,0,0,0
946,74,9,17,2,1,0,1,0,9,15,20,1,1,1,0,0,0,0
36,87,6,9,2,1,1,0,0,9,15,7,1,1,0,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
643,84,6,10,4,1,0,1,0,28,21,97,1,1,0,0,0,0,0
297,18,3,4,2,1,1,0,0,9,21,79,0,0,1,0,0,0,0
946,40,18,33,4,1,0,1,0,19,20,69,0,0,0,1,0,0,0
276,27,6,12,4,0,1,0,0,9,23,23,0,0,1,0,0,0,0
746,98,6,12,2,0,1,0,0,8,23,23,0,0,1,0,0,0,0
603,75,4,5,4,1,1,0,0,9,16,52,1,1,0,1,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
75,98,6,12,2,1,1,0,0,6,17,13,0,0,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
8,87,6,9,2,1,1,0,0,9,18,11,0,0,0,1,0,0,0
174,88,13,23,2,1,1,0,0,10,24,58,0,0,0,0,1,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
96,87,6,9,4,1,1,0,0,10,15,35,1,1,0,0,0,0,0
632,46,5,7,2,1,1,0,0,9,21,33,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
700,130,3,4,3,0,1,0,0,9,16,27,0,0,0,1,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
421,104,5,8,4,1,1,0,0,6,16,19,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
704,137,11,20,2,1,1,0,0,9,17,91,1,1,1,0,0,0,0
924,80,18,33,3,1,1,0,0,9,14,13,0,0,1,0,0,0,0
603,75,4,5,4,1,1,0,0,9,16,52,1,1,0,1,0,0,0
89,90,13,23,4,0,1,0,0,8,18,107,0,0,1,0,1,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
244,137,11,20,2,1,1,0,0,9,22,50,0,0,0,1,0,0,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
8,27,6,12,4,1,1,0,0,8,23,12,0,0,1,0,0,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
422,104,5,8,2,1,0,0,0,26,22,29,0,0,1,0,0,0,0
40,127,18,33,4,1,1,0,0,9,16,32,0,0,0,0,0,0,1
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
836,70,7,13,4,1,1,0,0,9,16,35,1,1,0,1,0,0,0
452,100,18,33,2,1,1,0,0,8,18,28,0,0,0,0,1,0,0
746,10,18,33,2,0,1,0,0,7,23,23,0,0,1,0,0,0,0
403,93,5,8,2,1,1,0,0,9,21,38,0,0,1,0,0,0,0
805,4,12,22,2,1,1,0,0,9,18,1,0,0,0,0,1,0,0
700,36,11,20,2,0,1,0,0,9,20,54,0,0,0,1,0,0,0
979,114,18,33,4,1,1,0,0,7,25,78,0,0,1,0,0,0,0
247,29,18,33,3,1,0,1,0,20,13,61,0,0,0,1,0,0,0
201,104,5,8,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
452,60,18,33,4,1,1,0,0,6,25,52,0,0,1,0,0,0,0
836,70,7,13,4,1,1,0,0,9,16,35,1,1,0,1,0,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
209,21,13,23,4,0,1,0,0,6,22,33,0,0,1,0,0,0,0
643,16,11,21,4,1,1,0,0,11,27,47,0,0,0,0,1,0,0
258,104,5,8,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,55,13,23,2,1,0,1,0,9,13,19,0,0,0,0,0,0,1
247,89,5,8,4,1,0,1,0,73,22,139,1,1,0,1,0,0,0
839,52,5,8,4,1,1,0,0,9,19,34,0,0,1,0,0,0,0
252,35,5,8,2,1,1,0,0,8,16,1,0,0,0,0,0,1,0
843,129,16,30,2,1,1,0,0,10,26,72,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
454,90,13,23,2,1,1,0,0,9,20,11,0,0,1,0,0,0,0
279,107,16,30,4,1,1,0,0,6,22,78,0,0,1,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
603,75,4,5,4,1,1,0,0,9,16,52,1,1,0,1,0,0,0
896,45,16,31,4,1,1,0,0,10,20,28,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
4,100,18,33,2,1,1,0,0,10,18,51,0,0,0,0,1,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
471,120,5,8,4,1,1,0,0,9,27,9,0,0,1,0,0,0,0
606,85,5,8,4,0,1,0,0,10,21,13,0,0,1,0,0,0,0
15,77,14,28,2,1,1,0,0,9,19,50,0,0,0,1,0,0,0
242,21,5,8,4,1,0,1,0,8,15,47,0,0,0,1,0,0,0
164,104,5,8,2,1,1,0,0,8,17,20,1,1,1,0,0,0,0
832,129,16,30,4,1,1,0,0,10,17,12,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
181,47,18,33,2,1,1,0,0,10,19,32,0,0,1,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
247,62,7,14,4,1,0,1,0,81,48,76,0,0,0,1,0,0,0
242,86,17,32,3,1,0,1,0,8,16,41,1,1,0,0,0,0,0
247,58,16,30,4,1,0,1,0,29,41,46,0,0,0,1,0,0,0
695,49,18,33,4,1,1,0,0,5,27,79,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
599,4,12,22,2,1,1,0,0,10,14,15,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,111,1,1,4,1,1,0,0,9,16,32,0,0,0,0,1,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
209,121,15,29,2,0,1,0,0,6,18,35,0,0,1,0,0,0,0
8,104,5,8,4,1,1,0,0,8,21,102,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
421,104,5,8,4,1,1,0,0,6,21,17,1,1,0,0,0,0,0
242,46,5,7,4,1,0,1,0,18,18,1,0,0,0,1,0,0,0
215,33,18,33,2,1,1,0,0,10,18,59,0,0,1,0,0,0,0
250,36,11,20,4,1,1,0,0,10,17,37,1,1,0,1,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,89,5,8,2,1,0,1,0,8,17,129,1,1,0,1,0,0,0
818,63,18,33,2,1,1,0,0,8,16,21,1,1,1,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
250,15,3,4,2,1,1,0,0,10,22,27,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
387,87,6,9,4,1,1,0,0,10,16,81,1,1,0,0,0,0,0
395,86,17,32,2,1,1,0,0,6,20,1,0,0,0,1,1,0,0
486,100,18,33,4,1,1,0,0,9,23,48,0,0,1,0,0,0,0
278,65,13,23,2,1,1,0,0,9,14,27,1,1,0,0,0,0,0
244,112,14,25,2,1,0,1,0,20,19,13,1,1,0,0,0,0,0
215,33,18,33,2,1,1,0,0,8,18,59,0,0,1,0,0,0,0
250,63,18,33,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
652,89,5,8,4,1,1,0,0,10,16,8,0,0,0,0,0,0,1
535,98,6,12,2,0,1,0,0,9,17,13,0,0,0,1,0,0,0
250,104,5,8,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
816,139,5,8,2,1,1,0,0,10,19,1,0,0,0,1,0,0,0
603,75,4,5,4,1,1,0,0,9,16,52,1,1,0,1,0,0,0
649,65,13,23,2,1,1,0,0,9,14,16,1,1,0,0,0,0,0
353,151,5,8,4,1,1,0,0,9,16,10,0,0,0,1,0,0,0
421,104,5,8,4,1,1,0,0,6,16,19,1,1,0,0,0,0,0
651,65,13,23,2,1,1,0,0,9,19,27,0,0,0,0,1,0,0
488,52,5,8,2,1,1,0,0,9,28,1,0,0,1,0,0,0,0
193,95,18,33,4,1,1,0,0,9,17,24,0,0,0,0,0,1,0
30,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
10,139,5,8,2,1,1,0,0,8,18,1,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
935,50,16,30,2,1,1,0,0,10,21,47,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
648,65,13,23,2,1,1,0,0,9,15,18,1,1,0,0,0,0,0
486,117,18,33,4,1,1,0,0,7,22,48,0,0,1,0,0,0,0
547,68,18,33,4,1,1,0,0,10,21,4,0,0,1,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
247,10,18,33,3,1,0,1,0,30,36,37,0,0,0,1,0,0,0
912,113,18,33,2,1,1,0,0,8,19,63,0,0,1,0,0,0,0
182,125,18,33,2,0,1,0,0,9,22,57,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
262,65,13,23,2,0,1,0,0,10,19,1,0,0,0,0,1,0,0
6,107,16,30,2,1,1,0,0,9,24,14,0,0,1,0,0,0,0
179,119,18,33,2,0,1,0,0,9,19,34,0,0,1,0,0,0,0
836,70,7,13,4,1,1,0,0,9,24,33,1,1,0,1,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
379,111,1,1,2,1,1,0,0,9,17,1,0,0,0,0,1,0,0
437,56,6,11,2,0,1,0,0,6,23,20,0,0,1,0,0,0,0
8,139,5,8,2,1,1,0,0,8,18,1,1,1,0,0,0,0,0
247,89,5,8,4,1,0,1,0,48,20,107,1,1,0,1,0,0,0
884,100,13,23,2,1,1,0,0,9,18,17,0,0,0,0,1,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
926,16,11,21,4,1,0,1,0,24,16,49,0,0,0,0,0,1,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
30,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
966,152,1,1,4,1,1,0,0,9,16,23,0,0,0,0,1,0,0
244,50,16,30,2,1,0,1,0,20,21,38,0,0,1,0,0,0,0
831,65,13,23,2,1,1,0,0,7,19,1,0,0,0,0,1,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
405,19,18,33,2,2,1,0,0,9,22,10,0,0,1,0,0,0,0
540,66,5,8,4,0,1,0,0,10,17,36,0,0,1,0,0,0,0
457,100,13,23,2,1,1,0,0,9,18,28,0,0,0,0,1,0,0
832,58,16,30,4,1,1,0,0,10,17,12,0,0,1,0,0,0,0
836,70,7,13,4,1,1,0,0,9,16,35,1,1,0,1,0,0,0
244,30,1,2,3,1,0,1,0,32,12,30,0,0,0,0,1,0,0
946,79,18,33,2,1,0,1,0,9,19,18,1,1,1,0,0,0,0
247,71,18,33,4,1,0,1,0,42,29,123,0,0,0,0,1,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
250,121,15,29,2,1,0,1,0,9,10,11,0,0,0,1,0,0,0
589,135,6,12,2,0,1,0,0,9,19,1,0,0,1,0,0,0,0
202,88,13,23,2,1,1,0,0,9,17,91,0,0,1,0,0,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
728,105,18,33,2,1,1,0,0,7,21,40,0,0,1,0,0,0,0
4,86,17,32,4,1,1,0,0,9,28,20,0,0,0,0,1,0,0
246,2,1,1,4,1,1,0,0,9,24,1,0,0,0,0,1,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
942,135,6,12,4,0,1,0,0,10,26,1,0,0,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
4,36,11,20,4,1,1,0,0,9,15,31,1,1,0,1,0,0,0
181,47,18,33,2,1,1,0,0,11,15,90,0,0,0,0,0,0,1
955,34,18,33,2,1,1,0,0,10,20,11,0,0,0,1,0,0,0
946,87,6,9,4,1,1,0,0,9,20,32,0,0,0,1,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
453,88,13,23,2,1,1,0,0,10,22,1,0,0,1,0,0,0,0
954,87,6,9,2,1,1,0,0,9,18,14,0,0,0,1,0,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
8,139,5,8,2,1,1,0,0,8,18,1,1,1,0,0,0,0,0
421,101,18,33,2,1,1,0,0,9,16,1,1,1,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
4,42,6,12,2,1,1,0,0,9,21,54,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
242,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
236,31,18,33,2,1,0,1,0,8,15,88,1,1,0,1,0,0,0
246,152,1,1,2,1,1,0,0,11,9,30,0,0,0,0,1,0,0
250,36,11,20,4,1,1,0,0,10,17,37,1,1,0,1,0,0,0
832,149,16,31,4,1,1,0,0,7,22,64,0,0,1,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
798,28,16,30,2,1,1,0,0,8,20,88,0,0,1,0,0,0,0
971,56,6,11,2,0,1,0,0,9,23,55,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
416,88,13,23,3,1,1,0,0,9,22,94,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
412,89,5,8,4,1,1,0,0,9,19,82,0,0,1,0,0,0,0
709,124,18,33,2,1,1,0,0,8,16,38,1,1,0,0,0,0,0
832,129,16,30,2,1,0,0,0,24,17,53,1,1,0,0,0,0,0
632,77,14,28,2,1,1,0,0,9,19,50,0,0,0,1,0,0,0
815,63,18,33,2,1,1,0,0,9,23,19,0,0,1,0,0,0,0
656,42,6,12,4,1,1,0,0,9,21,28,0,0,0,1,0,0,0
901,80,18,33,2,0,1,0,0,9,19,1,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
980,114,18,33,4,1,1,0,0,8,23,21,0,0,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
108,7,18,33,4,0,1,0,0,6,22,1,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
913,69,5,8,4,0,1,0,0,9,27,34,0,0,1,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
164,104,5,8,2,1,1,0,0,9,21,18,1,1,1,0,0,0,0
247,5,18,33,3,1,0,1,0,8,14,23,1,1,0,1,0,0,0
966,2,1,1,3,1,1,0,0,11,16,16,0,0,0,0,1,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
343,45,16,31,4,1,1,0,0,9,20,44,0,0,1,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
632,74,9,17,4,1,1,0,0,10,16,57,1,1,0,1,0,0,0
245,104,5,8,3,1,1,0,0,10,14,11,0,0,0,1,0,1,0
30,53,13,23,4,1,1,0,0,8,8,78,1,1,0,1,0,0,0
913,52,5,8,2,0,1,0,0,8,19,71,0,0,1,0,0,0,0
29,53,13,23,4,1,1,0,0,7,9,80,1,1,0,1,0,0,0
8,87,6,9,2,1,1,0,0,9,15,19,1,1,0,0,0,0,0
252,98,6,12,2,1,1,0,0,10,22,27,0,0,0,1,0,0,0
643,84,6,10,4,1,0,1,0,28,16,99,1,1,0,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
189,95,18,33,2,1,1,0,0,9,17,15,0,0,0,0,0,1,0
247,32,13,23,4,1,0,1,0,29,23,1,0,0,0,1,0,0,0
190,95,18,33,2,1,1,0,0,8,17,15,0,0,0,0,0,1,0
632,74,9,17,4,1,1,0,0,10,16,57,1,1,0,1,0,0,0
651,93,5,8,2,1,1,0,0,8,20,20,0,0,1,0,0,0,0
76,2,1,1,4,0,1,0,0,8,24,40,0,0,0,0,1,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
131,8,14,28,2,1,1,0,0,9,18,56,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
187,95,18,33,2,1,1,0,0,9,23,32,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
863,72,11,19,2,1,1,0,0,9,28,1,0,0,1,0,0,0,0
390,33,18,33,2,1,1,0,0,10,18,59,0,0,1,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
278,65,13,23,2,1,1,0,0,6,15,29,1,1,0,0,0,0,0
118,44,18,33,2,1,1,0,0,10,24,1,1,1,0,0,0,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
242,21,5,8,4,1,1,0,0,9,22,50,0,0,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,55,13,23,2,1,0,1,0,9,13,19,0,0,0,0,0,0,1
709,124,18,33,2,1,1,0,0,8,19,36,1,1,0,0,0,0,0
482,104,5,8,2,1,1,0,0,8,17,20,1,1,1,0,0,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
251,98,6,12,2,1,1,0,0,8,18,1,0,0,0,1,0,0,0
278,65,13,23,2,1,1,0,0,9,15,33,1,1,0,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
190,95,18,33,2,1,1,0,0,8,17,25,0,0,0,0,0,1,0
242,142,13,24,3,1,0,1,0,18,20,28,0,0,0,1,0,0,0
297,18,3,4,2,1,1,0,0,9,21,79,0,0,1,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,17,24,1,1,0,0,0,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
236,31,18,33,3,1,0,1,0,8,9,61,0,0,0,1,0,0,0
146,104,5,8,4,1,1,0,0,10,28,19,0,0,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
20,87,6,9,2,1,1,0,0,10,15,19,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
713,110,18,33,4,0,1,0,0,9,12,50,0,0,1,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
966,2,1,1,4,1,1,0,0,9,16,4,0,0,0,0,1,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
965,35,5,8,2,0,1,0,0,9,28,75,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
926,84,6,10,3,1,0,1,0,16,16,1,0,0,0,0,0,1,0
649,65,13,23,2,1,1,0,0,9,15,18,1,1,0,0,0,0,0
446,100,18,33,2,1,1,0,0,9,18,17,0,0,0,0,1,0,0
187,21,18,33,2,1,1,0,0,9,23,32,0,0,1,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
270,28,16,30,2,1,1,0,0,10,25,28,0,0,1,0,0,0,0
96,87,6,9,4,1,1,0,0,10,15,35,1,1,0,0,0,0,0
387,87,6,9,4,1,1,0,0,10,21,79,1,1,0,0,0,0,0
926,84,6,10,3,1,0,1,0,16,16,1,0,0,0,0,0,1,0
645,56,6,11,2,1,1,0,0,8,23,55,0,0,1,0,0,0,0
746,116,18,33,2,0,1,0,0,7,23,23,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
763,63,18,33,4,1,1,0,0,8,21,93,1,1,1,0,0,0,0
519,132,5,8,4,1,1,0,0,8,26,79,0,0,1,0,0,0,0
252,31,18,33,4,1,0,1,0,18,21,58,0,0,0,0,1,0,0
164,104,5,8,2,1,1,0,0,8,17,20,1,1,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
218,80,18,33,2,1,1,0,0,9,19,16,0,0,1,0,0,0,0
209,103,13,23,2,1,0,0,0,17,24,41,0,0,1,0,0,0,0
649,65,13,23,2,1,1,0,0,9,15,18,1,1,0,0,0,0,0
88,88,13,23,2,0,1,0,0,9,17,91,0,0,1,0,0,0,0
240,34,18,33,4,1,0,0,0,19,22,37,0,0,0,1,0,0,0
201,104,5,8,2,1,1,0,0,10,21,18,1,1,1,0,0,0,0
4,36,11,20,4,1,1,0,0,9,15,31,1,1,0,1,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
244,99,0,0,3,1,0,1,0,10,12,17,0,0,0,1,0,0,0
304,42,6,12,4,1,1,0,0,8,17,18,0,0,1,0,0,0,0
632,122,5,8,2,1,1,0,0,9,17,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
832,58,16,30,4,1,0,0,0,35,25,68,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
246,141,1,2,2,1,1,0,0,9,20,24,0,0,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
832,58,16,30,4,1,0,0,0,71,46,1,0,0,1,0,0,0,0
222,123,8,15,2,1,1,0,0,9,21,32,0,0,1,0,0,0,0
422,42,6,12,2,1,0,0,0,26,26,27,0,0,1,0,0,0,0
250,36,11,20,4,1,1,0,0,10,17,37,1,1,0,1,0,0,0
40,127,18,33,4,1,1,0,0,9,16,32,0,0,0,0,0,0,1
247,89,5,8,4,1,0,1,0,73,22,139,1,1,0,1,0,0,0
