Gene_enc,drug_name_pgx_enc,atc_level2_clean_enc,atc_level4_clean_enc,Significance_enc,pmid_n,is_rsid,is_starallele,has_copy_number,variant_len,sentence_len_w,notes_len_w,y_primary,y_toxicity,y_efficacy,y_metabolism,y_dosage,y_other,y_pd
258,104,5,8,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
28,53,18,33,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
832,45,16,31,2,1,0,0,0,71,28,15,0,0,1,0,0,0,0
195,95,18,33,2,1,1,0,0,6,16,13,0,0,0,0,0,1,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
376,56,6,11,4,1,1,0,0,9,24,33,0,0,1,0,0,0,0
244,78,18,33,4,1,0,1,0,32,25,13,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
260,104,5,8,2,1,1,0,0,10,21,18,1,1,1,0,0,0,0
946,79,18,33,2,1,0,1,0,9,19,18,1,1,1,0,0,0,0
4,43,18,33,2,1,1,0,0,9,19,24,0,0,0,1,0,0,0
430,1,5,6,0,1,0,1,0,11,10,9,1,1,0,0,0,0,0
247,89,5,8,4,1,0,1,0,48,20,107,1,1,0,1,0,0,0
247,103,13,23,2,1,0,0,0,35,20,15,0,0,0,0,1,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
832,98,6,12,2,1,1,0,0,7,22,5,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
953,16,11,21,2,1,1,0,0,9,22,23,0,0,1,0,0,0,0
471,120,5,8,4,1,1,0,0,9,25,10,0,0,1,0,0,0,0
36,87,6,9,2,1,1,0,0,9,15,19,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
940,90,13,23,4,1,1,0,0,9,18,107,0,0,1,0,1,0,0
965,127,18,33,4,0,1,0,0,9,18,8,0,0,0,0,0,0,1
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
209,90,13,23,4,0,1,0,0,8,18,107,0,0,1,0,1,0,0
260,104,5,8,2,1,1,0,0,9,17,20,1,1,1,0,0,0,0
4,28,16,30,2,1,1,0,0,9,33,35,0,0,1,0,0,0,0
614,56,6,11,2,1,1,0,0,9,23,55,0,0,1,0,0,0,0
252,86,17,32,4,1,0,1,0,18,16,22,0,0,0,1,0,0,0
954,91,18,33,2,1,1,0,0,10,20,87,0,0,0,1,0,0,0
911,121,15,29,4,1,1,0,0,9,12,65,0,0,1,0,0,0,0
220,98,6,12,4,1,1,0,0,10,12,50,0,0,1,0,0,0,0
843,28,16,30,2,1,1,0,0,10,26,72,0,0,1,0,0,0,0
181,76,18,33,4,0,1,0,0,11,16,80,0,0,1,0,0,0,0
244,50,16,30,2,1,0,1,0,32,15,1,1,1,0,0,0,0,0
648,65,13,23,2,1,1,0,0,9,15,18,1,1,0,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,46,5,7,2,1,1,0,0,9,21,6,0,0,0,1,0,0,0
946,79,18,33,2,1,0,1,0,9,15,20,1,1,1,0,0,0,0
47,147,18,33,2,0,1,0,0,10,15,27,0,0,0,1,0,0,0
278,65,13,23,2,1,1,0,0,9,14,27,1,1,0,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
817,104,5,8,2,1,1,0,0,9,23,50,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
514,13,18,33,3,1,1,0,0,9,24,21,0,0,1,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
957,77,14,28,4,1,1,0,0,9,21,26,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
306,118,18,33,2,1,1,0,0,9,23,55,0,0,1,0,0,0,0
373,86,17,32,2,1,1,0,0,9,19,1,0,0,0,0,1,0,0
926,16,11,21,3,1,0,1,0,41,30,49,0,0,0,0,1,0,0
478,3,11,19,2,1,1,0,0,9,18,23,0,0,1,0,0,0,0
36,87,6,9,2,1,1,0,0,10,19,5,1,1,0,0,0,0,0
925,86,17,32,2,1,1,0,0,10,19,1,0,0,0,0,1,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
91,55,13,23,4,1,1,0,0,9,21,18,0,0,0,0,1,0,0
949,138,10,18,2,1,0,1,0,30,18,23,0,0,0,0,0,1,0
29,53,13,23,4,1,1,0,0,7,9,80,1,1,0,1,0,0,0
4,28,16,30,2,1,1,0,0,10,24,46,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
952,146,14,27,4,1,1,0,0,10,19,85,0,0,0,1,0,0,0
242,94,5,7,4,1,1,0,0,10,22,1,1,1,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
10,139,5,8,2,1,1,0,0,8,18,1,1,1,0,0,0,0,0
276,22,6,11,4,1,1,0,0,10,20,93,0,0,0,0,1,0,0
260,104,5,8,2,1,1,0,0,9,21,18,1,1,1,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
972,56,6,11,2,1,1,0,0,10,24,25,0,0,1,0,0,0,0
250,74,9,17,2,1,0,1,0,18,19,66,0,0,1,0,0,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
242,46,5,7,4,1,0,1,0,19,19,46,0,0,0,1,0,0,0
247,86,17,32,4,1,0,1,0,30,27,43,0,0,0,1,0,0,0
193,95,18,33,4,1,1,0,0,9,17,24,0,0,0,0,0,1,0
247,48,18,33,4,1,0,1,0,19,21,71,0,0,0,1,0,0,0
837,59,18,33,2,1,1,0,0,9,24,1,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
8,139,5,8,2,1,1,0,0,8,18,1,1,1,0,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
317,3,11,19,4,1,1,0,0,10,30,44,0,0,1,0,0,0,0
208,127,18,33,4,1,1,0,0,9,18,8,0,0,0,0,0,0,1
950,87,6,9,2,1,1,0,0,9,18,14,0,0,0,1,0,0,0
247,31,18,33,2,1,0,1,0,8,13,8,0,0,0,1,0,0,0
386,111,1,1,2,1,1,0,0,10,17,47,0,0,0,1,1,0,0
96,87,6,9,2,1,1,0,0,10,16,44,1,1,0,0,0,0,0
456,100,18,33,2,1,1,0,0,9,18,28,0,0,0,0,1,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
522,30,1,2,2,0,1,0,0,9,20,28,0,0,1,0,0,0,0
671,70,7,13,2,0,1,0,0,10,20,13,0,0,0,0,1,0,0
986,88,13,23,2,1,1,0,0,10,17,91,0,0,1,0,0,0,0
252,35,5,8,2,1,1,0,0,8,22,1,0,0,0,0,0,1,0
652,13,18,33,4,1,1,0,0,10,16,8,0,0,0,0,0,0,1
970,150,18,33,2,1,1,0,0,8,25,93,0,0,1,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
182,125,18,33,2,0,1,0,0,10,22,56,0,0,1,0,0,0,0
926,84,6,10,3,1,0,1,0,7,16,1,0,0,0,0,0,1,0
611,86,17,32,4,1,1,0,0,10,21,25,0,0,0,1,0,0,0
799,139,5,8,2,1,1,0,0,9,19,6,0,0,0,1,0,0,0
242,94,5,7,2,1,1,0,0,10,20,1,1,1,0,1,0,0,0
182,43,18,33,2,0,1,0,0,9,22,56,0,0,1,0,0,0,0
418,35,5,8,4,1,1,0,0,9,15,17,0,0,0,0,0,1,0
838,70,7,13,4,1,1,0,0,9,24,31,1,1,0,1,0,0,0
247,89,5,8,4,1,0,1,0,48,24,105,1,1,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
859,58,16,30,4,1,1,0,0,8,24,71,0,0,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
4,6,5,8,4,1,1,0,0,9,19,83,0,0,0,1,0,0,0
252,130,3,4,2,1,0,1,0,18,21,20,0,0,0,1,0,0,0
430,4,12,22,4,1,0,1,0,11,9,78,1,1,0,0,0,0,0
4,87,6,9,4,1,1,0,0,9,25,65,0,0,1,0,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
247,149,16,31,3,1,0,0,0,39,16,31,0,0,1,0,0,0,0
649,65,13,23,2,1,1,0,0,9,14,16,1,1,0,0,0,0,0
648,20,5,8,2,1,1,0,0,9,19,17,0,0,1,0,0,0,0
247,107,16,30,3,1,0,1,0,50,29,75,0,0,0,1,0,0,0
682,144,18,33,4,1,1,0,0,9,25,57,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
47,147,18,33,2,0,1,0,0,10,15,27,0,0,0,1,0,0,0
837,87,6,9,4,1,1,0,0,10,23,31,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
247,138,10,18,2,1,0,1,0,91,51,122,0,0,0,1,0,0,0
247,48,18,33,4,1,0,1,0,29,19,23,0,0,0,1,0,0,0
636,119,18,33,2,1,1,0,0,9,19,21,0,0,1,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
334,10,18,33,2,1,1,0,0,9,17,26,1,1,1,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
4,100,18,33,2,1,1,0,0,9,18,23,0,0,0,0,1,0,0
36,87,6,9,2,1,1,0,0,10,15,7,1,1,0,0,0,0,0
4,36,11,20,4,1,1,0,0,9,15,31,1,1,0,1,0,0,0
209,58,16,30,2,1,1,0,0,6,22,36,0,0,1,0,1,0,0
648,65,13,23,2,1,1,0,0,9,14,16,1,1,0,0,0,0,0
400,4,12,22,2,1,1,0,0,10,14,15,0,0,1,0,0,0,0
36,87,6,9,2,1,1,0,0,6,19,5,1,1,0,0,0,0,0
250,42,6,12,4,1,1,0,0,9,18,22,0,0,0,1,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
913,72,11,19,2,1,1,0,0,9,23,33,0,0,1,0,0,0,0
247,138,10,18,2,1,0,1,0,18,17,46,0,0,0,0,0,1,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
65,45,16,31,4,1,1,0,0,10,20,44,0,0,1,0,0,0,0
418,35,5,8,2,1,1,0,0,9,16,1,0,0,0,0,0,1,0
278,65,13,23,2,1,1,0,0,9,15,33,1,1,0,0,0,0,0
244,141,1,2,4,1,1,0,0,9,17,48,0,0,1,0,0,0,0
28,53,18,33,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
244,129,16,30,4,1,0,0,0,24,27,46,0,0,0,1,0,0,0
484,137,11,20,2,1,1,0,0,9,22,33,0,0,0,1,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
704,137,11,20,2,1,1,0,0,9,17,91,1,1,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,16,22,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
472,108,5,8,4,1,1,0,0,10,30,35,0,0,1,0,0,0,0
278,65,13,23,2,1,1,0,0,9,15,29,1,1,0,0,0,0,0
236,31,18,33,2,1,0,1,0,8,15,88,1,1,0,1,0,0,0
240,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
414,9,18,33,4,1,1,0,0,9,15,47,1,1,0,0,0,0,0
250,36,11,20,4,1,1,0,0,10,17,37,1,1,0,1,0,0,0
780,58,16,30,4,1,1,0,0,9,22,4,0,0,1,0,0,0,0
4,63,18,33,2,1,1,0,0,9,17,20,1,1,1,0,0,0,0
244,11,1,2,2,1,0,1,0,20,17,65,1,1,1,0,0,0,0
954,91,18,33,4,1,1,0,0,9,20,94,0,0,0,1,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
242,94,5,7,4,1,1,0,0,10,18,1,1,1,0,1,0,0,0
36,87,6,9,2,1,1,0,0,9,19,17,1,1,0,0,0,0,0
798,28,16,30,2,1,1,0,0,8,20,88,0,0,1,0,0,0,0
174,88,13,23,2,1,1,0,0,9,22,17,0,0,0,0,1,0,0
949,138,10,18,2,1,0,1,0,30,17,21,0,0,0,0,0,1,0
4,122,5,8,4,1,1,0,0,9,19,63,0,0,0,1,0,0,0
454,121,15,29,4,1,1,0,0,6,20,29,0,0,1,0,0,0,0
421,104,5,8,4,1,1,0,0,6,21,17,1,1,0,0,0,0,0
826,85,5,8,4,1,1,0,0,9,21,59,0,0,1,0,0,0,0
4,36,11,20,4,1,1,0,0,9,19,29,1,1,0,1,0,0,0
803,97,14,28,4,1,1,0,0,9,22,22,0,0,0,1,0,0,0
837,87,6,9,4,1,0,1,0,33,23,17,0,0,0,1,0,0,0
907,72,11,19,2,1,1,0,0,9,21,1,0,0,1,0,0,0,0
116,124,18,33,4,1,1,0,0,8,15,76,0,0,0,0,0,0,1
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
651,95,18,33,2,1,1,0,0,8,14,9,0,0,0,0,1,0,0
428,95,18,33,2,1,1,0,0,9,22,29,0,0,1,0,0,0,0
704,137,11,20,2,1,1,0,0,9,17,91,1,1,1,0,0,0,0
305,74,9,17,2,1,1,0,0,7,24,72,0,0,1,0,0,0,0
188,95,18,33,2,1,1,0,0,9,17,15,0,0,0,0,0,1,0
8,104,5,8,4,1,1,0,0,8,16,104,1,1,0,0,0,0,0
244,29,14,28,4,1,0,1,0,20,19,58,0,0,0,1,0,0,0
832,90,13,23,2,1,1,0,0,9,21,8,0,0,0,0,1,0,0
30,53,13,23,4,1,1,0,0,8,8,78,1,1,0,1,0,0,0
247,41,5,8,3,1,0,1,0,40,22,47,0,0,0,1,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
946,101,18,33,2,1,0,1,0,19,24,54,0,0,1,0,0,0,0
247,89,5,8,2,1,0,1,0,8,17,129,1,1,0,1,0,0,0
807,85,5,8,2,1,1,0,0,8,22,82,0,0,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,16,22,1,1,0,0,0,0,0
390,33,18,33,2,1,1,0,0,7,18,59,0,0,1,0,0,0,0
247,48,18,33,4,1,0,1,0,38,21,146,0,0,0,1,0,0,0
190,21,18,33,2,1,1,0,0,10,23,31,0,0,1,0,0,0,0
926,84,6,10,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
29,53,13,23,4,1,1,0,0,9,8,78,1,1,0,1,0,0,0
925,88,13,23,2,1,1,0,0,9,24,1,0,0,1,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
652,13,18,33,4,1,1,0,0,10,16,8,0,0,0,0,0,0,1
246,146,14,27,4,1,1,0,0,9,21,29,0,0,0,1,0,0,0
378,144,18,33,2,1,1,0,0,10,28,1,0,0,1,0,0,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
652,13,18,33,4,1,1,0,0,10,16,8,0,0,0,0,0,0,1
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
709,124,18,33,2,1,1,0,0,8,16,38,1,1,0,0,0,0,0
946,66,5,8,4,1,0,1,0,9,16,36,1,1,0,0,0,0,0
643,84,6,10,4,1,0,1,0,28,16,99,1,1,0,0,0,0,0
917,72,11,19,4,1,1,0,0,8,24,38,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
836,70,7,13,4,1,1,0,0,9,16,35,1,1,0,1,0,0,0
4,63,18,33,2,1,1,0,0,9,16,43,1,1,1,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
287,105,18,33,2,0,1,0,0,9,23,45,0,0,1,0,0,0,0
240,95,18,33,4,1,0,1,0,148,49,22,0,0,0,1,0,0,0
208,127,18,33,4,1,1,0,0,9,18,8,0,0,0,0,0,0,1
247,39,18,33,3,1,0,1,0,19,19,41,0,0,0,1,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
278,95,18,33,2,1,1,0,0,9,19,21,0,0,0,0,0,1,0
281,31,18,33,4,1,1,0,0,8,20,23,0,0,1,0,0,0,0
30,53,13,23,4,1,1,0,0,8,9,80,1,1,0,1,0,0,0
244,48,14,28,2,1,0,1,0,43,27,29,0,0,0,1,0,0,0
603,75,4,5,4,1,1,0,0,9,16,52,1,1,0,1,0,0,0
957,77,14,28,4,1,1,0,0,9,20,4,0,0,0,1,0,0,0
859,28,16,30,4,1,1,0,0,8,24,71,0,0,1,0,0,0,0
246,112,14,25,4,1,1,0,0,9,18,24,0,0,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,104,5,8,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
29,53,13,23,4,1,1,0,0,7,9,80,1,1,0,1,0,0,0
117,85,5,8,4,1,1,0,0,10,22,1,0,0,1,0,0,0,0
278,65,13,23,2,1,1,0,0,6,15,29,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
946,56,6,11,2,1,1,0,0,10,24,83,0,0,1,0,0,0,0
704,137,11,20,2,1,1,0,0,9,21,89,1,1,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,17,24,1,1,0,0,0,0,0
8,87,6,9,2,1,1,0,0,9,15,19,1,1,0,0,0,0,0
632,122,5,8,2,1,1,0,0,9,17,6,1,1,0,0,0,0,0
164,104,5,8,2,1,1,0,0,9,21,18,1,1,1,0,0,0,0
187,95,18,33,2,1,1,0,0,9,16,31,0,0,1,0,0,0,0
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
914,3,11,19,4,1,1,0,0,9,19,1,0,0,1,0,0,0,0
376,56,6,11,4,1,1,0,0,10,21,5,0,0,1,0,0,0,0
340,123,8,15,4,1,1,0,0,9,30,8,0,0,1,0,0,0,0
4,96,18,33,4,1,1,0,0,9,22,33,0,0,1,0,0,0,0
348,149,16,31,4,1,1,0,0,9,28,13,0,0,1,0,0,0,0
154,121,15,29,4,1,1,0,0,9,20,79,0,0,1,0,0,0,0
589,135,6,12,2,0,1,0,0,9,19,1,0,0,1,0,0,0,0
242,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
573,88,13,23,2,1,1,0,0,10,22,52,0,0,1,0,1,0,0
176,130,3,4,2,0,1,0,0,8,18,29,0,0,1,0,0,0,0
10,139,5,8,2,1,1,0,0,8,22,1,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
603,46,5,7,3,1,0,0,0,20,24,118,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
118,135,6,12,4,1,1,0,0,10,26,1,0,0,1,0,0,0,0
4,36,11,20,4,1,1,0,0,9,19,29,1,1,0,1,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
421,104,5,8,4,1,1,0,0,6,16,19,1,1,0,0,0,0,0
387,87,6,9,4,1,1,0,0,10,16,81,1,1,0,0,0,0,0
525,72,11,19,2,1,1,0,0,9,28,8,0,0,1,0,0,0,0
8,87,6,9,2,1,1,0,0,9,18,11,0,0,0,1,0,0,0
965,22,6,11,4,0,1,0,0,9,23,100,0,0,1,0,0,0,0
914,52,5,8,2,1,1,0,0,8,18,23,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
250,63,18,33,2,1,1,0,0,10,17,20,1,1,1,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
430,4,12,22,4,1,0,1,0,11,9,78,1,1,0,0,0,0,0
108,129,16,30,4,0,1,0,0,6,29,104,0,0,1,0,0,0,0
246,86,17,32,2,1,0,1,0,18,16,17,0,0,0,1,0,0,0
482,104,5,8,2,1,1,0,0,8,17,20,1,1,1,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
182,61,5,8,2,0,1,0,0,9,22,56,0,0,1,0,0,0,0
364,146,14,27,2,1,1,0,0,9,26,8,0,0,1,0,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
838,70,7,13,4,1,1,0,0,9,15,33,1,1,0,1,0,0,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
832,129,16,30,2,1,0,0,0,24,19,51,1,1,0,0,0,0,0
389,150,18,33,2,0,1,0,0,10,25,28,0,0,1,0,0,0,0
649,65,13,23,2,1,1,0,0,10,14,31,1,1,0,0,0,0,0
246,126,3,4,2,1,1,0,0,9,17,32,0,0,1,0,0,0,0
237,63,18,33,2,1,1,0,0,9,17,20,1,1,1,0,0,0,0
240,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
10,139,5,8,4,1,1,0,0,9,16,22,1,1,0,0,0,0,0
399,80,18,33,4,1,1,0,0,10,19,1,0,0,1,0,0,0,0
242,86,17,32,4,1,1,0,0,9,21,48,0,0,0,0,1,0,0
278,65,13,23,2,1,1,0,0,6,15,29,1,1,0,0,0,0,0
430,4,12,22,4,1,0,1,0,11,10,80,1,1,0,0,0,0,0
949,146,14,27,4,1,1,0,0,10,19,85,0,0,0,1,0,0,0
880,98,6,12,2,1,1,0,0,10,20,27,0,0,1,0,0,0,0
17,13,18,33,4,0,1,0,0,9,23,40,0,0,1,0,0,0,0
242,94,5,7,2,1,1,0,0,10,18,1,1,1,0,1,0,0,0
247,32,13,23,0,1,1,0,0,9,7,6,0,0,0,1,0,0,0
926,84,6,10,3,1,0,1,0,32,16,44,0,0,0,0,0,1,0
276,57,6,11,0,1,1,1,0,27,12,7,1,1,0,0,0,0,0
79,113,18,33,2,1,1,0,0,8,19,63,0,0,1,0,0,0,0
244,30,1,2,0,1,1,0,0,9,7,6,0,0,1,0,0,0,0
36,87,6,9,2,1,1,0,0,6,15,7,1,1,0,0,0,0,0
966,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
746,110,18,33,2,0,1,0,0,8,23,23,0,0,1,0,0,0,0
482,104,5,8,2,1,1,0,0,8,17,20,1,1,1,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
421,101,18,33,2,1,1,0,0,9,16,1,1,1,0,1,0,0,0
247,142,13,24,2,1,0,1,0,41,32,49,0,0,0,1,0,0,0
70,115,3,4,2,1,1,0,0,5,14,17,0,0,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,17,24,1,1,0,0,0,0,0
430,23,14,26,0,1,1,0,0,10,7,6,1,1,0,0,0,0,0
631,126,3,4,2,1,1,0,0,9,20,1,0,0,0,1,0,0,0
29,53,13,23,4,1,1,0,0,9,9,80,1,1,0,1,0,0,0
30,53,13,23,4,1,1,0,0,8,8,78,1,1,0,1,0,0,0
278,65,13,23,2,1,1,0,0,9,14,27,1,1,0,0,0,0,0
885,3,11,19,2,0,1,0,0,8,28,1,0,0,1,0,0,0,0
291,27,6,12,4,1,1,0,0,9,24,29,0,0,1,0,0,0,0
957,55,13,23,2,1,1,0,0,9,19,11,0,0,1,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
10,139,5,8,4,1,1,0,0,9,16,22,1,1,0,0,0,0,0
247,14,13,23,4,1,0,1,0,19,19,6,0,0,0,1,0,0,0
36,87,6,9,2,1,1,0,0,9,19,5,1,1,0,0,0,0,0
247,14,13,23,3,1,0,0,0,24,19,85,0,0,0,1,0,0,0
875,138,10,18,4,1,1,0,0,9,21,49,0,0,1,0,0,0,0
190,95,18,33,2,1,1,0,0,8,17,15,0,0,0,0,0,1,0
250,46,5,7,2,1,0,1,0,19,17,1,0,0,0,1,0,0,0
832,129,16,30,2,1,0,0,0,24,17,53,1,1,0,0,0,0,0
430,1,5,6,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
247,138,10,18,1,1,1,0,0,9,7,6,0,0,1,0,0,0,0
847,89,5,8,4,1,1,0,0,9,16,8,0,0,0,0,0,0,1
246,152,1,1,0,1,1,0,0,9,7,6,0,0,0,0,1,0,0
155,3,11,19,2,1,1,0,0,9,28,33,0,0,1,0,0,0,0
387,87,6,9,4,1,1,0,0,10,21,79,1,1,0,0,0,0,0
250,137,11,20,4,1,1,0,0,9,19,90,0,0,0,1,0,0,0
201,63,18,33,2,1,1,0,0,10,24,62,0,0,1,0,0,0,0
29,53,13,23,4,1,1,0,0,7,8,78,1,1,0,1,0,0,0
225,35,5,8,4,1,1,0,0,9,24,1,0,0,1,0,0,0,0
96,87,6,9,4,1,1,0,0,10,21,33,1,1,0,0,0,0,0
700,111,1,1,4,0,1,0,0,9,14,48,0,0,0,0,1,0,0
837,130,3,4,1,1,1,0,0,9,7,6,1,1,0,0,0,0,0
195,34,18,33,4,1,1,0,0,10,20,54,0,0,0,1,0,0,0
190,95,18,33,4,1,1,0,0,10,25,31,0,0,1,0,0,0,0
430,4,12,22,0,1,1,0,0,9,7,6,1,1,0,0,0,0,0
242,94,5,7,2,1,1,0,0,10,20,1,1,1,0,1,0,0,0
244,78,18,33,4,1,0,1,0,20,16,101,0,0,0,1,0,0,0
